registro,sujeto,run,tarea,label,mu_C3,mu_C4,mu_Cz,beta_C3,beta_C4,beta_Cz,coh_mu_C3C4,coh_beta_C3C4,coh_mu_C3Cz,coh_beta_C3Cz,coh_mu_C4Cz,coh_beta_C4Cz,ent_C3,ent_C4,ent_Cz,hjorth_act_C3,hjorth_mob_C3,hjorth_comp_C3,hjorth_act_C4,hjorth_mob_C4,hjorth_comp_C4,hjorth_act_Cz,hjorth_mob_Cz,hjorth_comp_Cz
S032_R08_MI_R_e003,S032,8,MI_R,2,3.669107860445534e-12,5.485178426916464e-12,1.0051147493443767e-11,4.510772307708304e-12,9.040916913271216e-12,5.766838758625442e-12,0.32899044686564183,0.33110340291349843,0.5083484319686669,0.3050747797131913,0.38590789986403706,0.3321463909621279,0.5989639253234323,0.6891710174769191,0.6435862026592535,6.643242993311363e-10,0.44201615548890383,2.4723893110650588,6.424976382127592e-10,0.588005125789455,1.896486617552387,7.427128124854632e-10,0.4157871283887362,2.381188960216443
S032_R08_MI_R_e004,S032,8,MI_R,2,3.1490514718539428e-12,6.35838998924009e-12,8.831812836586174e-12,3.670902021276369e-12,6.980235667623314e-12,7.284692646229765e-12,0.22146213717360466,0.27718388581361947,0.4456949783278223,0.427628488812089,0.3364319879580202,0.3522660771564327,0.6688626642299011,0.7486704863607837,0.6899897478688313,4.2163392875152757e-10,0.5299165335275865,2.0972990392574493,5.958077198120689e-10,0.6254544684575036,1.728207112398904,7.680305501516078e-10,0.4578431338866867,2.080047205027407
S032_R08_MI_R_e005,S032,8,MI_R,2,3.3809932320863153e-12,4.122369651794378e-12,7.764428062023842e-12,4.5651672441239905e-12,7.268543664757208e-12,6.360941815761988e-12,0.47319835806754773,0.3582171108208816,0.3096379768829267,0.3693027401902156,0.4280151132248879,0.33459321003821973,0.6137656988880144,0.6697797379839663,0.5646981342086089,5.770105061366423e-10,0.39771927035310667,2.563530272962494,6.586805467929376e-10,0.5320884210630559,2.079361440381649,1.0654178114590202e-09,0.3669222709279752,2.610354915789337
S032_R08_MI_R_e006,S032,8,MI_R,2,4.100047736492044e-12,4.374513272486856e-12,9.299439811665614e-12,4.004030040277103e-12,8.331287459069094e-12,6.64094754550437e-12,0.3268015928078759,0.2814694653714001,0.45989603470170265,0.3272165495887365,0.30924941151026925,0.29344856971278316,0.7097025917702598,0.7753892538903752,0.6093170493016118,2.69938484999777e-10,0.59541281345582,1.845343225441825,4.86381302576828e-10,0.7301530644983746,1.5433137797910346,6.984892143232997e-10,0.4308418974572317,2.2902153423118103
S032_R08_MI_R_e007,S032,8,MI_R,2,2.8593443479132744e-12,5.156909301243592e-12,8.268333699183205e-12,2.835657892467973e-12,6.7027328133438475e-12,5.098431249135272e-12,0.21296469836304666,0.32218197870493676,0.3043829434321647,0.35758869318974756,0.36661826016613447,0.2190812566620597,0.7430688112950254,0.8250629825659948,0.6452640649821879,2.9273449468324876e-10,0.5535660825505757,2.004697777139606,3.309722463277179e-10,0.8131483833902456,1.4382553026009128,5.307909092808166e-10,0.45578142296035806,2.20680677303517
S032_R12_REST_e000,S032,12,REST,0,4.997813174119554e-12,5.849921060408917e-12,1.5883056806211197e-11,8.226321935096205e-12,7.672415161241066e-12,1.0571388657595443e-11,0.3041235003996278,0.33650702123722365,0.19510866828544499,0.3540728296398084,0.25872999948486297,0.2518262505195629,0.6491527154246597,0.6888087074183931,0.6385033909768294,7.295213347452506e-10,0.48462377300127774,2.1656819774537324,5.571984145358219e-10,0.5340065427299778,1.958477861798246,9.83693719231435e-10,0.4201004211666575,2.403239919235875
S032_R12_REST_e001,S032,12,REST,0,6.365747554178889e-12,9.285553267432285e-12,9.731857324094362e-12,8.203675963181807e-12,9.948324209342871e-12,1.1203038270346761e-11,0.44811510503710045,0.34940357863763677,0.3920909878691017,0.34249508798082184,0.37004020322203873,0.31041372863258543,0.7200184172399441,0.7616922847478413,0.7182669864217136,4.698583884369007e-10,0.5788712032756491,1.8200456572000898,4.610621045666466e-10,0.6330092801075644,1.6360048542314207,7.414353032940288e-10,0.49204554290702823,1.9876185267263502
S032_R12_REST_e002,S032,12,REST,0,1.4052730223143622e-11,8.119928254181985e-12,1.3422619638659316e-11,1.2631693248600046e-11,1.0748661794266212e-11,1.305922418475593e-11,0.5848190882994153,0.34034325132049154,0.1939485818667281,0.26947806186720386,0.38061133801875385,0.24377264914237012,0.8006992073554029,0.772337815146856,0.6898472462942044,4.67420397631611e-10,0.658984452830586,1.5200521567459435,5.479020656273554e-10,0.6366765745122404,1.5933506896110206,8.453311553568946e-10,0.48708292120067426,1.8927260461839297
S032_R12_REST_e003,S032,12,REST,0,5.871500336070971e-12,7.470228040140881e-12,1.4337535320669182e-11,1.1234339210877015e-11,9.22837331440517e-12,1.187900877267998e-11,0.3120716902081798,0.3446343090709763,0.3622826087881502,0.33642699102807055,0.36183210295054324,0.2976329044984318,0.7579916791246527,0.7681644687549024,0.7228742767266342,4.84242169661909e-10,0.6228302349185312,1.65310519106061,4.667693450963856e-10,0.6210272660307551,1.686280680142471,7.05767769477923e-10,0.5091372763268242,1.8830837328414038
S032_R12_REST_e004,S032,12,REST,0,4.610618692684765e-12,9.348991757235914e-12,1.0704356990459133e-11,8.54664910092288e-12,1.3514146838295326e-11,1.1106615908957943e-11,0.294304106650811,0.3689861797080763,0.29745035584727286,0.3245943955447164,0.4463382292255044,0.3089330704266599,0.7818916739642142,0.7613779442623971,0.6918774062239197,5.854006930562816e-10,0.5185391078557485,2.0578373484307604,7.429885046331674e-10,0.5112751973519676,2.0001199809675523,1.060206555820423e-09,0.3972038478915054,2.4271838494991074
S032_R12_REST_e005,S032,12,REST,0,3.405371969360727e-11,2.6044452119815502e-11,2.7286366875699867e-11,1.367498877411553e-11,1.5339896417485335e-11,1.558583951487523e-11,0.30854738532110193,0.2641993358402158,0.5038180501533436,0.3851014175535716,0.33804469831575157,0.23109617470859792,0.6993340680931943,0.7553896013837993,0.6351310749107513,7.419570926388917e-10,0.5494509143728927,1.8017373771848668,6.398391842271169e-10,0.5887461127116398,1.6803198745039454,1.237521761737894e-09,0.4306460016522099,2.1613054422712
S032_R12_REST_e006,S032,12,REST,0,1.526533282247424e-11,1.1083615725631565e-11,1.3156866479663293e-11,8.664472026834967e-12,9.45910467779444e-12,1.5987848846025706e-11,0.33530031801912263,0.3096571440115032,0.2546587589728139,0.35411663375096003,0.37422309576692847,0.36415285643744255,0.788310185294108,0.7869048712024543,0.7396264156660409,4.2581145203562624e-10,0.6583124148301893,1.5947294458866765,4.908854457256937e-10,0.6745400849759448,1.547887945138076,7.47232725995582e-10,0.5796796246821263,1.633438864130872
S032_R12_REST_e007,S032,12,REST,0,2.088038049006629e-11,1.144134190039283e-11,1.6319205053258154e-11,1.5709328455784123e-11,1.6273694368399654e-11,1.3818492698297101e-11,0.184688699093141,0.3853686766318008,0.4939123432904677,0.36874379999040824,0.32164278311712174,0.4046516929817953,0.7787228634898125,0.7664655018181424,0.6865071918554002,5.660033879823799e-10,0.6687353573861765,1.5354787367684664,6.153308532374414e-10,0.6468695197410981,1.5022929075744371,8.845529992211678e-10,0.47193758375730477,1.9614983838447988
S032_R12_REST_e008,S032,12,REST,0,5.924634424908538e-12,2.5597054384208492e-11,1.937873981224523e-11,9.929502795499309e-12,1.228293554124945e-11,1.236709304542415e-11,0.3102089262381833,0.38443743936046254,0.20774447232218549,0.30575633591241613,0.4299617211029431,0.23672747314484557,0.7232396430589526,0.7667066173709445,0.6454231409420939,4.769194890247739e-10,0.5898041806424381,1.827599629652348,6.592074178123054e-10,0.5562083204534202,1.7636630403221099,1.3789999409229998e-09,0.37208200393257285,2.606083519550288
S032_R12_REST_e009,S032,12,REST,0,7.839543761534593e-12,2.0141108747229336e-11,1.5816755976506343e-11,8.874199272425834e-12,9.764808994372454e-12,1.1869700904482557e-11,0.1898977260891135,0.33858034486699407,0.35684586265248813,0.32488721676193183,0.22463840510173883,0.3056077364275357,0.7794565154426222,0.7784216066850856,0.6322990538311355,4.1483074848790173e-10,0.6313747832057239,1.7025552480792878,5.619594683598216e-10,0.5781477772306405,1.713228001436319,1.0066627302155538e-09,0.4324625344431867,2.1885814317729064
S032_R12_REST_e010,S032,12,REST,0,1.4093422236963472e-11,1.4527323251362084e-11,1.8877244441412722e-11,1.1204542240596274e-11,1.385367343732337e-11,1.6799872308019923e-11,0.34628921343288227,0.3055319130260431,0.26590512439156155,0.40122677078563884,0.4193133825947429,0.3762682180142757,0.7653676485675647,0.7896466042531871,0.7599026615684404,4.881685185688676e-10,0.6489719401100683,1.6134720072592112,4.892941477608278e-10,0.6875194968937571,1.5097290404857038,7.566747656515444e-10,0.5586423776727065,1.707318200879743
S032_R12_REST_e011,S032,12,REST,0,1.4071345648266347e-11,1.2640615939894607e-11,1.2175239600975493e-11,1.1177244452836017e-11,1.153390361587852e-11,1.9211897943711058e-11,0.21564012122808576,0.3865527708730231,0.18795040598648888,0.3532694631084567,0.32328362573349034,0.2370254211636549,0.8180397021988277,0.7700492970083179,0.6996270796671744,4.079935595855222e-10,0.7453480575788074,1.4764265908362046,4.705318473739701e-10,0.6471358097184744,1.587397147526909,8.823409918345558e-10,0.5351395018433016,1.7956866150489672
S032_R12_REST_e012,S032,12,REST,0,2.130865113196195e-11,1.3309653724567275e-11,1.755736035169616e-11,1.0358639090233199e-11,1.2534857638403715e-11,1.6485144112349588e-11,0.42835680293831346,0.3937021236637035,0.35812800819011853,0.35862937542141793,0.25337616640567306,0.348548644672115,0.7803788853210051,0.7101775958369558,0.6868775103863741,4.949225874187967e-10,0.6189350391245404,1.6621716607517425,6.729188078666506e-10,0.5624838008899858,1.8382358199959425,1.0670485000161039e-09,0.4498815370051287,2.0506947010471768
S032_R12_REST_e013,S032,12,REST,0,2.990183461938908e-11,2.2030277572146346e-11,1.2301764604648934e-11,1.5303528169946977e-11,1.576750962367608e-11,1.936811659891436e-11,0.4447835928895083,0.24333759286490336,0.3243244157129376,0.3517023041933916,0.25428599406380226,0.32378778641901435,0.7340097317836196,0.744194416556478,0.7075247901160067,6.666407829258202e-10,0.636179938334134,1.6018243718987168,6.116394096612696e-10,0.650487610636536,1.5424727390232207,8.680182945249578e-10,0.5604396774874716,1.6852769613625558
S032_R12_REST_e014,S032,12,REST,0,1.1546120705764308e-11,1.1413516450371031e-11,2.530523961677536e-11,7.879826262061298e-12,6.8038210648255595e-12,1.1434165974928201e-11,0.2247639448743644,0.26583358019657377,0.433891661961828,0.37247372906254705,0.33160662015445114,0.2791340614804204,0.8175763314468536,0.7574276290384988,0.670670374925914,3.4804025935759705e-10,0.72930429887475,1.5216229719062462,3.919643697933306e-10,0.6521563062199859,1.6917040716222123,9.65068134488477e-10,0.46074905369079977,2.0806533381975205
S032_R12_MI_L_e000,S032,12,MI_L,1,4.164581448445899e-12,4.53922345602989e-12,7.751789751766035e-12,2.8570768275610622e-12,2.8109891494319493e-12,3.83497277971589e-12,0.20164981495776765,0.2890123812292718,0.2719067912697995,0.2791375823962649,0.28092874332162354,0.3494687191458596,0.6627782631012431,0.6197888119390222,0.5699661017615044,3.798038811915634e-10,0.480664042319662,2.252626644601756,4.0279486969722966e-10,0.47826386456461445,2.2099078523986275,8.074182630433072e-10,0.3371299015601227,2.9143311041221924
S032_R12_MI_L_e001,S032,12,MI_L,1,5.4566362968924205e-12,4.849674418334417e-12,6.786090708943626e-12,5.552138159994251e-12,3.959100667363856e-12,6.24721734105586e-12,0.30917153227217575,0.2504934978219397,0.500313177839425,0.46346234617641613,0.4109985425996656,0.37654463195332893,0.6532668307097236,0.5891196420350567,0.5697241890309188,5.748509846033784e-10,0.5133221383244535,2.1724299034252534,6.909568395742891e-10,0.4371727651554821,2.573215368461503,8.736850474696553e-10,0.3667092327775735,2.6895827830133023
S032_R12_MI_L_e002,S032,12,MI_L,1,2.3910233681421016e-12,5.650062052899939e-12,8.069450808306348e-12,4.795613851653362e-12,5.8082484191032264e-12,9.06061576943054e-12,0.16936314758710252,0.306231038573947,0.26766161305588815,0.2925720421788345,0.4774306648887612,0.4070567173289174,0.6242252195439973,0.7332047274543244,0.6984873566872405,4.4923810382906807e-10,0.5038513968452244,2.1532829442469565,4.0357685158579363e-10,0.5440166910438826,1.9854228171463573,6.843489065834038e-10,0.45971054579118414,2.0949853200204123
S032_R12_MI_L_e003,S032,12,MI_L,1,6.698481119377066e-12,1.0402159303046135e-11,1.4187975744116004e-11,7.7394242945054e-12,6.436788566683426e-12,9.858424077776557e-12,0.2346574579670926,0.2554545707379499,0.31164993397759355,0.3389101334708626,0.4019421598934565,0.36836541804051853,0.6697806821627763,0.6515197114664076,0.6524332109773773,5.600052030803841e-10,0.537621897900994,1.9664655416172847,5.812400618297503e-10,0.5040928164654787,2.0410872421635116,9.204071170861917e-10,0.4491606739552914,2.1364829162439576
S032_R12_MI_L_e004,S032,12,MI_L,1,5.342276221829611e-12,3.1941887386792593e-12,7.140559370816123e-12,4.103573574064361e-12,4.182472916690947e-12,8.899117323923457e-12,0.15810814657608047,0.2874447089467144,0.24997528010838763,0.3221822537795573,0.33542791055961824,0.39537433424357643,0.6427442536693794,0.7153978429312837,0.5535794751953966,5.295680317240522e-10,0.49126413728266743,2.283586301035991,3.71088052286337e-10,0.5444578626991742,2.1116637641985347,1.5158222223141377e-09,0.3125964820554632,3.175747782021605
S032_R12_MI_L_e005,S032,12,MI_L,1,6.109947776763646e-12,4.727233253040742e-12,6.429925878704408e-12,4.9619935821905635e-12,5.308979307718449e-12,6.92192015508984e-12,0.1910234013405761,0.343395886540426,0.22302855981399355,0.3232239620163138,0.20903386120181558,0.34885919484009936,0.6388802866288034,0.6418838213421659,0.5327929992517171,4.955025700490649e-10,0.5172162754485938,2.1384189885414537,4.4846213044883233e-10,0.5335118888904421,2.05120797882439,1.0042724000083562e-09,0.36118997317402946,2.7140036194334742
S032_R12_MI_L_e006,S032,12,MI_L,1,7.315300231816227e-12,6.68403217605319e-12,8.871323303696268e-12,6.408702974944578e-12,5.630251691472356e-12,9.185098677695848e-12,0.27983288853184396,0.3646939436971575,0.25758295430419403,0.17439920561246994,0.39556991572802946,0.25853364221774106,0.7420990001569038,0.7907913890096102,0.6384960227593535,4.4494611456722103e-10,0.6334215074440988,1.7126427088468446,3.2989655038053824e-10,0.6771796627656628,1.6229335571790995,8.680776748423145e-10,0.42276016136708755,2.3018353663153936
S032_R12_MI_R_e000,S032,12,MI_R,2,4.740955651844231e-12,6.842527764738432e-12,1.3510425291263752e-11,4.200715694734417e-12,4.23186423254613e-12,4.674973434521824e-12,0.3657562653299365,0.39849724618814075,0.3781085129899395,0.3517919988622637,0.5079606326257962,0.29571533883353274,0.5869583670754315,0.6436849348922531,0.5646816529976482,5.619579884847848e-10,0.4464859055824919,2.512590380056172,5.044939292256042e-10,0.48065908214887265,2.187714885617586,8.634984809667267e-10,0.379377825378808,2.668385293942024
S032_R12_MI_R_e001,S032,12,MI_R,2,3.867614310158245e-12,4.469070463915499e-12,9.085594767650643e-12,3.3619212717275182e-12,5.33624155242299e-12,4.765712743223828e-12,0.17243627946853834,0.23040917446182796,0.3583697635399342,0.21678765687073667,0.5809186049559814,0.32931313334558227,0.6486634512080708,0.6775612756903856,0.567258931341193,5.176584177439495e-10,0.46640329622028187,2.4219289205127725,4.776264264670193e-10,0.5184238239477056,2.073498644041336,9.805177532775201e-10,0.33967807363624514,2.981919021087249
S032_R12_MI_R_e002,S032,12,MI_R,2,5.92604697713312e-12,7.598072616031455e-12,1.8327015065972276e-11,4.5287893397157775e-12,6.059539925843604e-12,1.0178877672315382e-11,0.22612199325068905,0.2719755104761387,0.3980462250981985,0.38244434222967827,0.543169142503027,0.3700434085394418,0.7603440270417252,0.7269324725645723,0.6948032784427971,3.374901919237685e-10,0.6021732005281507,1.8508227839674198,3.439946041694805e-10,0.5770438139489478,1.8037605027714974,6.896161413755059e-10,0.4864781440603593,1.9247118761902335
S032_R12_MI_R_e003,S032,12,MI_R,2,2.3629426683791837e-12,5.846571658513865e-12,1.1952048779953111e-11,4.6752448395571826e-12,7.975485102661427e-12,8.666728514252084e-12,0.15351920019577522,0.22674223078314212,0.32121935353825004,0.39486725960712044,0.4094290470374832,0.3148649424462304,0.6669464017643453,0.7067113204466269,0.5515468691942723,5.295707785857058e-10,0.5175346754492214,2.2278516591412134,5.389345131867829e-10,0.5486936564297875,1.878603922436932,1.473557831665844e-09,0.34246550054300656,2.7942900550713596
S032_R12_MI_R_e004,S032,12,MI_R,2,2.7408875252343694e-12,7.718139141023393e-12,1.288815494155212e-11,5.430632476333116e-12,6.645986455523646e-12,7.436183807029518e-12,0.17420764917173404,0.2670276679478267,0.41174774765136873,0.4061209717845621,0.3942044632456664,0.2736987887444092,0.8043887329385977,0.8146498905996953,0.7049281940344394,2.9174241516148393e-10,0.7029004467087886,1.613742288345576,2.725712133297386e-10,0.7422453773060661,1.4302677222933484,7.542249865748043e-10,0.44728078783501085,2.1818555738657057
S032_R12_MI_R_e005,S032,12,MI_R,2,2.212228426416086e-12,1.0441839190205272e-11,6.923293312085915e-12,4.313850616634991e-12,6.985305145594436e-12,9.92087512074815e-12,0.4136449513664429,0.300938266306658,0.3555792631294086,0.4102667520889656,0.4652097184735222,0.30140867295369894,0.7125385374706764,0.772714632613136,0.6558929814497335,3.7995829644067204e-10,0.5892078499669322,1.9593352626256964,4.006441549836854e-10,0.6246098720954218,1.732141922104723,7.776871205702196e-10,0.44841909788116435,2.2164254245447674
S032_R12_MI_R_e006,S032,12,MI_R,2,4.7986621411434e-12,6.24049910792903e-12,1.0318323650374446e-11,6.022713094534463e-12,7.834358597848034e-12,9.283776364847027e-12,0.29584936061821876,0.30338086161357725,0.31757192191846945,0.37908581697803606,0.35258111962364364,0.37048550045957074,0.7314333630560288,0.7591400408836396,0.6615271339342332,4.4864241123540706e-10,0.6254416819690591,1.8218821907029972,4.885709044615993e-10,0.6160406570621494,1.7403132830527475,8.307848132687413e-10,0.43150939580228226,2.215468549434495
S032_R12_MI_R_e007,S032,12,MI_R,2,5.244610838625054e-12,1.8466890734948863e-11,9.219710542594243e-12,7.778245839146162e-12,1.273395885253501e-11,9.085446652278263e-12,0.3034218636185887,0.33503291855371425,0.3682108859529558,0.3861183101738815,0.30366574621684594,0.2858116146825873,0.6482035521768275,0.7486767540590059,0.6445062135821099,7.009832701463146e-10,0.4889147463150032,2.191810918369985,6.479116863928143e-10,0.5804433204548208,1.7726239986541397,8.590979552946937e-10,0.41581762594618915,2.3151596174998006
S033_R04_REST_e000,S033,4,REST,0,9.8494023990299e-13,2.0533921877474963e-12,8.913433390189781e-13,6.115792089557492e-13,9.482302561130806e-13,4.4539876183617655e-13,0.2958555801041492,0.2290644155814324,0.41480678149091044,0.5123163804553512,0.3451156457170461,0.3358697660729853,0.8006683690968481,0.5285096288863442,0.7191384823315606,4.64651410956043e-11,0.577329393403445,1.8150100066485928,2.5156074347109205e-10,0.2707683030742052,3.4634014807409508,4.5550896240039e-11,0.49317707420891244,2.0648593425209363
S033_R04_REST_e001,S033,4,REST,0,1.2997021784598536e-12,5.817325405364544e-12,8.021104514475043e-13,1.1759208160596481e-12,2.07512691178813e-12,4.414191287237163e-13,0.31522969625622516,0.2405476866439786,0.31393679705820765,0.3758819962228519,0.2829595777917222,0.2902480918055391,0.7558457903957893,0.5779061663886452,0.7178968736041813,6.001624906705553e-11,0.5599097779936825,1.7497977378900391,3.3463679349382527e-10,0.31898859545157104,2.7725046750766285,4.2805509520035104e-11,0.5116480151613688,1.9739156259435549
S033_R04_REST_e002,S033,4,REST,0,4.396053743646021e-12,5.189599546908655e-12,4.599458727435273e-13,2.9472588085621698e-12,1.9929562449663142e-12,7.467208487358478e-13,0.38321234072444377,0.3616605581174374,0.5227749055869718,0.5406554426460178,0.35201756637910125,0.4467706721668807,0.7412000413885684,0.6608903634200385,0.6288542536940921,1.1949806470047086e-10,0.564474808262557,1.5894392098926444,1.606061379092242e-10,0.4517796928769348,1.9664700746189727,8.666299909184659e-11,0.41431212447292926,2.3869526737140903
S033_R04_REST_e003,S033,4,REST,0,1.975662438095159e-11,1.151905755084439e-12,2.4460473918208896e-12,4.188195269614076e-12,1.603329434119176e-12,6.946305596953015e-13,0.2587736960090871,0.32206070865302844,0.5608897694480112,0.5312542894178586,0.19228639061677816,0.32765635217847644,0.6661723077306455,0.7710032691392076,0.7444448248947572,2.0645457615661409e-10,0.5788769099722307,1.412450994811747,6.437542387489515e-11,0.5992097545991699,1.5926320860496348,5.873017124515413e-11,0.5031225625825996,1.9194891734083572
S033_R04_REST_e004,S033,4,REST,0,2.2143658891369636e-11,1.0525606112892038e-11,3.3751455847283606e-12,4.094284065221335e-12,2.6404013214596192e-12,1.1229384442327378e-12,0.4539157421477536,0.2554142654893387,0.5555720895890811,0.5099868596069687,0.524122532181682,0.42491987557340655,0.667011594341078,0.7258663371175951,0.647660635491963,2.593591528495649e-10,0.5099454362649686,1.6534738563592388,1.8324486638071071e-10,0.5160102150476944,1.6396654321766797,1.3636296033258237e-10,0.4010803135197491,2.4325543817319284
S033_R04_REST_e005,S033,4,REST,0,1.5525520212552744e-12,1.2732455537739676e-12,9.340254751850255e-13,2.899027854660385e-12,1.9120684446937364e-12,1.2007206115977076e-12,0.3410503387158226,0.25791896482012294,0.38336673641471153,0.5057071718660718,0.3199383028282572,0.40951527800719895,0.7358296166856004,0.6034932449217799,0.6446187132010236,8.769180655754273e-11,0.5830625066623208,1.6051320439807912,1.2966405329871612e-10,0.397767261782527,2.189535203518686,7.854169984772672e-11,0.4424068929059181,2.167889801421878
S033_R04_REST_e006,S033,4,REST,0,8.103595079144423e-13,7.226536223654281e-12,1.080025769765357e-12,1.6743537774514315e-12,3.5347731630798287e-12,7.427716230268887e-13,0.18223405580733348,0.22252370155485782,0.21215878064090954,0.3538452822162329,0.4466644909063444,0.39911053893811294,0.6869310984676315,0.7038663783642517,0.5788511900455262,1.2981529103867591e-10,0.4499526680884152,2.05497435562942,1.8907347187615613e-10,0.4607886572972405,1.7050725315583781,1.2854826460689243e-10,0.3161514916614513,2.8742978864563136
S033_R04_REST_e007,S033,4,REST,0,2.6192593322760223e-12,1.9082992116513186e-11,9.690604661613419e-13,3.6330195980877434e-12,3.789328677509711e-12,7.184575742218411e-13,0.47285408585571587,0.25524873515858565,0.2810163808323895,0.4181504668863932,0.13917042710564867,0.3437713899776891,0.7348778145681546,0.6747707927143972,0.5932972071054339,1.21300987256702e-10,0.5643285644364384,1.5424435396516618,2.592746376861024e-10,0.47404995959366114,1.6916386946300215,1.1379742142422128e-10,0.35446697502802954,2.7513007773831637
S033_R04_REST_e008,S033,4,REST,0,3.046416339848932e-11,2.5579191948313302e-11,1.8296315468816586e-12,4.338400695437298e-12,4.679375434685437e-12,1.0650628766006683e-12,0.35845850363352355,0.35438290261493327,0.36492599843410767,0.3539176782238266,0.22769501566564754,0.24000776196085197,0.6363201403043112,0.6314597008204225,0.5719619490998568,3.7179998981991865e-10,0.45567654847108263,1.7796183092753306,2.3781611195847987e-10,0.5138372550893573,1.473171300058314,1.2756946808685808e-10,0.3727940269775378,2.4888836076505156
S033_R04_REST_e009,S033,4,REST,0,1.9777336439992395e-11,6.592674168748757e-12,2.5288101486624082e-12,4.9797434119018025e-12,2.3965469293323e-12,1.0455816474662937e-12,0.5157653884001596,0.3700875512437952,0.471111440980284,0.4312200511815926,0.3834561980955346,0.429208474053168,0.6934579980816789,0.7321968601730707,0.6989673125973553,2.686218018470764e-10,0.5088845011971899,1.574658297520752,1.186810070600014e-10,0.5319385165041213,1.5489066643856357,8.770500395329729e-11,0.45785318585987334,2.01318829716472
S033_R04_REST_e010,S033,4,REST,0,2.2190843128075605e-12,2.5488182049775713e-12,1.2511926215592117e-12,2.4583547915004032e-12,2.0611882751789613e-12,1.0274806627989797e-12,0.13758511006283156,0.25832239262739887,0.4948001414337458,0.4317501070061295,0.26273943965929,0.4744226011567763,0.7023519613867377,0.6331829968276201,0.605729412919962,1.2341696417900282e-10,0.522876929168892,1.6920975306492887,1.5716892103671708e-10,0.45286559328352394,1.8285845768489228,1.0775515148957352e-10,0.4054391288477118,2.2942927104024258
S033_R04_REST_e011,S033,4,REST,0,3.2491366710315616e-12,1.4905839953574462e-12,1.4106177574156169e-12,2.80369905275485e-12,1.1061069491940115e-12,8.803575472662933e-13,0.3052594450360383,0.31130361727626404,0.3459520892772768,0.5277814915055914,0.3250036508479949,0.5004688867716425,0.7581297293594249,0.7584964693549727,0.7635415540548942,1.0483060818701556e-10,0.5418670486668898,1.6694448214462707,5.977536574717468e-11,0.5451171466997144,1.7566582023492177,5.524881699274442e-11,0.511099712378375,1.9028889837558867
S033_R04_REST_e012,S033,4,REST,0,2.880396029241598e-12,1.604885855516179e-11,1.7058245396379861e-12,2.2427937166870458e-12,5.0055982713242156e-12,9.320193404199501e-13,0.4333078179747984,0.2786565430376499,0.39287681883605036,0.42335190898295083,0.2713966512770557,0.3586328073572922,0.6742352245632972,0.7127213904657326,0.6339390408251168,1.5044618463288706e-10,0.46413926592351135,2.0351116432381113,2.0077634692211755e-10,0.5352232476502314,1.483659908719124,1.0724795379278426e-10,0.3831928263464915,2.531058540241087
S033_R04_REST_e013,S033,4,REST,0,3.089045809038296e-11,3.968223876186667e-11,1.4959747914389073e-12,4.160772475699331e-12,4.110814966724962e-12,8.580851600794645e-13,0.3839244682558729,0.3419921059723786,0.41012360051559116,0.40345129881807534,0.383770619258638,0.34743213044487536,0.6512302668235556,0.6007040843900776,0.5672228977165231,2.9682431043057143e-10,0.5101631462353199,1.533062008964206,3.533273079492654e-10,0.46802766016312375,1.5444427763924233,1.277569289229551e-10,0.35228494518553605,2.6896587005668233
S033_R04_REST_e014,S033,4,REST,0,1.329627909056712e-11,2.7501581704406934e-12,1.586130486425419e-12,4.654722775851392e-12,2.406869124130807e-12,1.3123736138421256e-12,0.18183373320384297,0.2774986673825981,0.4259553527251124,0.4260526194393381,0.25890594401812894,0.4391761072714245,0.7129590292447949,0.7353465231758869,0.6386923091005474,2.4753174900899075e-10,0.5249583800378945,1.5655480432651054,1.0935530495779827e-10,0.5054712486930812,1.6999754877273001,1.0918900885251811e-10,0.4216757321557306,2.1925462220176866
S033_R04_MI_L_e000,S033,4,MI_L,1,6.616020052186661e-13,1.3764688176824152e-12,1.1705777328676766e-12,6.148841199051309e-13,5.853325041926751e-13,5.163926342876594e-13,0.2924647377365721,0.24801481025122452,0.37447108556470055,0.4209402833095713,0.6173512773101403,0.41975240301716077,0.7389807789813374,0.6955436570440936,0.6720883212883173,5.3722512194842586e-11,0.5463102489074159,1.899651551721716,7.700224706023822e-11,0.4613267985599588,2.1763464263505488,7.434270439887482e-11,0.4147968006322356,2.3327926074950676
S033_R04_MI_L_e001,S033,4,MI_L,1,1.0011240802262643e-11,1.5256083853974419e-12,1.0100962660539702e-12,1.9168194230184876e-12,1.0871712169654188e-12,8.622398878420956e-13,0.3461624091619365,0.21983563668213754,0.4013424845154765,0.5136557834412372,0.40012526936503834,0.4517201122867645,0.7063902175671393,0.7723050258338741,0.7574223200850826,1.574086079339609e-10,0.563108703501279,1.5044665416184475,9.75435066429319e-11,0.5036747541673878,1.7725443538148344,7.703678804643366e-11,0.45883317907782867,2.0024611270766406
S033_R04_MI_L_e002,S033,4,MI_L,1,1.8104209652958798e-12,1.1803976824611463e-12,6.585651749591234e-13,1.8062169497701147e-12,1.3423943689304974e-12,7.041826950761741e-13,0.32425645543898,0.2939256196426028,0.3434701504172071,0.41131311655799735,0.24207464456626043,0.4585580922948312,0.8034358384819364,0.7645628906875152,0.7526944371429577,6.375170211731727e-11,0.6709909459026602,1.4675461490107138,5.408196871947236e-11,0.6012344508057016,1.553363744355197,4.528559856162715e-11,0.568450156585232,1.789617297004557
