sujeto,run_tipo,condicion,epoca,potencia_mu_C3,potencia_mu_C4,potencia_mu_Cz,potencia_beta_C3,potencia_beta_C4,potencia_beta_Cz
S016,MM,MM_R,3,1.2158169252478144,1.013569590364173,1.5914518440758492,0.6124068493679763,1.3173066036442453,1.1275915800539242
S016,MM,REST,8,2.7487103045621053,1.4885048578421838,1.7566027172355763,1.6151861323162193,2.075939001583081,1.427313738575853
S016,MM,MM_R,4,2.983985965702456,2.0671112074794906,3.0261749185701063,1.3229002462838042,2.1011550666970025,1.5933576396947335
S016,MM,REST,9,3.5896118283488962,2.9783563824170414,4.258117089648877,2.2815054784934667,1.861122336595534,2.1328479424473743
S016,MM,MM_L,4,0.9623050207384539,0.8831452765738947,1.130153533344511,1.0161721760554205,1.3543968683176408,1.0136039106458898
S016,MM,REST,10,2.441521928310721,3.040929958347368,6.452704330696637,1.4584717592414542,1.4905569507291896,1.1332327174891028
S016,MM,MM_R,5,1.7637272204646428,2.281784470385868,3.0702805857722186,0.860349669110627,1.520318088880397,0.9991931599136814
S016,MM,REST,11,2.3392613557979605,7.1006937060275215,3.831845561875801,1.2294332933362229,1.8998532672192767,1.6384501834427987
S016,MM,MM_L,5,0.9949322167729233,1.3143716396821554,2.0251182330246036,0.9978992242512968,1.3899355873490082,0.8756581229919788
S016,MM,REST,12,4.403637783397577,4.008987318488036,5.809623604648354,1.7069333604275685,2.4732764424847313,1.9047558672842826
S016,MM,MM_L,6,1.857440751174355,1.9741946274182718,2.709186346437742,0.8591861980782127,1.3282654345772482,0.9845190571225227
S016,MM,REST,13,2.472294430874503,3.360729725130302,2.543196502155167,1.2134000732921202,1.8821907004964245,1.1958724687759854
S016,MM,MM_R,6,2.6608593246568546,4.168435677001477,3.372753252956947,0.8580577584637068,1.31733555336117,1.1321991294422131
S016,MM,REST,14,8.48184859808386,7.706834855459302,8.182711244846613,2.3581807649041804,2.4872960126826222,2.348538032271873
S016,MM,MM_R,7,2.4842144024657453,2.424388305737416,2.8190749432311435,0.8801736889440097,1.1708497404446312,1.2405380511406576
S016,MM,REST,0,1.577179869548829,1.5894714270470982,1.1165334058311724,1.1398957435872838,1.3904960098659938,1.2101329008683162
S016,MM,MM_L,0,0.6595376415863526,1.1630145487496901,1.214655341693372,0.37804355605197587,0.4842666376417118,0.29468043965398705
S016,MM,REST,1,0.9370135664929038,0.8218997818739523,1.1246319891007523,0.5734175892479116,0.8182705580887949,0.6454221681632939
S016,MM,MM_R,0,1.4746224676725366,1.0506486916960665,1.6706448392928166,0.5334982713059522,0.5515528483945471,0.402008519421686
S016,MM,REST,2,0.5746945039617144,0.9502972532650394,0.8263307289681108,0.5220840291238792,0.6890254283309142,0.569495072879665
S016,MM,MM_L,1,0.5727386370060482,0.6576583701395068,0.816502741498276,0.5749757438095201,0.5175763168792683,0.625037838463947
S016,MM,REST,3,0.7289275994339925,1.272505396576766,1.7626261927647782,0.7922573460675689,1.4863958424709174,0.992217126239149
S016,MM,MM_R,1,0.868018428608863,1.8962635611955772,2.012761186681797,0.6306301245857966,0.9162345327022406,0.713500398295352
S016,MM,REST,4,1.3840612714506217,2.2069021400731934,2.0522527563606983,1.3288340293629104,1.1443912962642557,1.0371075016392153
S016,MM,MM_L,2,0.8376253637972304,0.7477469505543736,1.1693675880479857,0.3943289747953472,0.5654404125076615,0.4881614936662561
S016,MM,REST,5,2.0624179656540376,2.6653815043563505,2.623000841833983,0.9953463321951116,1.40265522311356,0.957085577146703
S016,MM,MM_R,2,1.1210270763320307,1.9475001918079076,3.0085443373632357,0.5373309739983723,0.7435160761749776,0.5791973060929825
S016,MM,REST,6,1.5038788438819801,1.9978415008939556,2.746395669626832,1.1088930737367515,1.1499061272948623,0.8619632458051533
S016,MM,MM_R,3,1.5182791140717138,1.0299450512788093,1.8048156796566501,0.8544457197432688,0.7389883660198192,0.8287096938561491
S016,MM,REST,7,1.9060237738173154,1.6397124137627197,1.3637073993991393,1.319582535536945,1.171758036814363,0.9032509656752631
S016,MM,MM_L,3,1.578309525179913,0.9966127390416247,1.4931533454607018,0.5772878112743901,0.5084258458772807,0.5662779995356239
S016,MM,REST,8,1.616758710881061,1.58072345052283,2.108555931479631,1.221808542612069,1.5553119801313608,0.9710977331125726
S016,MM,MM_R,4,1.0759848553815896,1.0087596106515744,1.5289494352796564,0.4773025042640761,0.7890378153345663,0.6423373663387889
S016,MM,REST,9,4.120839397791166,1.885015488759926,5.272568266944887,1.5689711452973842,1.6743663471188697,1.1357842235020585
S016,MM,MM_L,4,0.8752631887314466,1.1249036875797336,1.0460026287258528,0.5670915335667005,0.7011571960645441,0.6478098166254049
S016,MM,REST,10,1.5587040311989868,1.003138561409878,2.698231112212675,0.6844528497572382,0.8131579989948973,0.6311017887277269
S016,MM,MM_L,5,1.1820164058695746,1.1975168479457228,1.5156784037784983,0.6279151243838436,0.5993514457333303,0.7987436435257533
S016,MM,REST,11,1.0340598242175396,1.3283794354551277,1.1527938824438853,0.6061613232118147,1.1090753872866992,0.6318811326712774
S016,MM,MM_R,5,0.7832958276284214,1.9500837192344846,1.8380184427238255,0.6289385994605725,0.6490681938813594,0.48408148839713044
S016,MM,REST,12,2.1279296265529792,2.1540407721400863,2.799106290966486,1.3981445273517923,1.573896784209857,1.1863440426220093
S016,MM,MM_L,6,1.0336748988146764,1.0821253250800738,1.1835905123276125,0.41478612810873855,0.5846516578318018,0.4770224124283812
S016,MM,REST,13,1.4893285742665814,1.7910651175094,2.7299645963381534,0.3720407835498042,1.087719944853104,0.5394007278534151
S016,MM,MM_R,6,2.403306640640983,1.3163030215562528,2.138851579261946,0.45517915862585656,0.6606977865689531,0.5398913230077104
S016,MM,REST,14,2.823813157711417,1.0878603703160925,1.4934569884896491,1.45091978936246,1.14421461502075,0.9528944540996169
S016,MM,MM_L,7,3.231213197031057,1.0703666042327542,3.7138987306244835,0.6686150168543011,0.6855319627312959,0.7468491015761405
S016,MI,REST,0,0.9741137508534308,1.0067056085434785,0.9018421340078316,0.6514110160757731,0.8778949611791782,0.6647941403245425
S016,MI,MI_L,0,0.9918013601170441,1.004227123111271,0.9054008451329032,0.4922145919623782,0.6671981162054268,0.43264669491518387
S016,MI,REST,1,0.6609987479906606,0.765162865051986,1.2389681481760582,0.5149073672472071,0.7185579592931688,0.5175201698172536
S016,MI,MI_R,0,0.4152944115741314,0.7461718585633497,1.0255917916782604,0.5258901848245088,0.6151570119819453,0.31444035001377213
S016,MI,REST,2,0.6137360700409574,0.7998150685849942,0.7183737522551987,0.6433827436455231,0.6556356361149406,0.5922810893046515
S016,MI,MI_L,1,1.1247930220853266,1.1872188968867963,1.4173382963151442,0.45445664269875524,0.49892468832887327,0.4806245292802294
S016,MI,REST,3,1.1098839042371018,1.0203700223400836,1.3182358885158625,0.8323873445630826,1.0946706357390996,0.7286214458082007
S016,MI,MI_R,1,0.7059750935637169,1.3078608728202907,0.9018679391027979,0.5336293629223383,0.7771034969208878,0.5049249983003806
S016,MI,REST,4,0.9959688682600153,1.4351537234223644,1.320138161921435,0.7353295195524303,0.9594034785883979,0.9161853669648973
S016,MI,MI_R,2,1.0936331341076901,0.856670588700987,1.382359174428262,0.6803222051139748,0.6206478855756071,0.443227790649064
S016,MI,REST,5,1.2539917341154365,1.540462458730884,1.9238918682532642,0.7651169450378312,1.4077763559658814,0.7757923838903816
S016,MI,MI_L,2,1.13621960736179,1.4879283740034541,1.535806688635813,0.8505601229032939,1.2968940888227605,0.8393902501028147
S016,MI,REST,6,0.8474753692180255,1.3493671566869463,0.7862146383335975,0.7580078528990937,0.6552741388540185,0.6385509991236119
S016,MI,MI_R,3,0.7556029746227972,2.1345068088972803,2.453477886012804,0.6307036048989,0.8464641926989486,0.6128532531575583
S016,MI,REST,7,1.2621046433636254,1.5495962681906665,1.3721676310038444,1.1214253409509243,1.3876305675979543,1.1112109049928163
S016,MI,MI_L,3,0.9979389218945045,1.0584335687675,1.391107616045652,0.7584525183759824,0.6576060469539659,0.6875889144535521
S016,MI,REST,8,4.59940802705814,3.0390560837498115,4.842519734510003,1.4832591286983747,1.6924551351901793,1.1694315657955983
S016,MI,MI_R,4,2.786863602047402,2.883007372818129,2.326355371798785,0.8010166709160755,1.3578150452724829,1.176782492600782
S016,MI,REST,9,3.57192213589595,7.715668931558832,3.4600685339225046,1.346913564771666,1.619359538696981,1.3086001356528254
S016,MI,MI_L,4,1.164776746080867,1.9673786086654306,1.989812366320399,0.7902204023263067,0.9907035249461486,0.6534586370366509
S016,MI,REST,10,1.758831892057158,3.8451318128156164,2.4007197193004526,1.35300885798762,1.8631245731755584,1.4840900813574156
S016,MI,MI_L,5,3.1970689397191245,2.001465793469082,1.9699654417950712,0.9285858546927405,1.112631309427179,0.9115166391277052
S016,MI,REST,11,1.2224263131056785,1.1276680102966636,1.4568084511917447,1.1815135892539335,1.3484785984343646,0.9715941563149133
S016,MI,MI_R,5,1.0409514300513356,1.3580051832061233,1.438523425663974,0.7581865191770772,1.324749350516979,0.6404857284702375
S016,MI,REST,12,1.6205266129313678,2.6507201828889544,2.0097023755823624,1.1717601543421883,1.843095788940003,0.9583033206253871
S016,MI,MI_R,6,1.546186002914087,3.267387031095417,2.7161403854809825,1.1975484658158266,1.3743385502386203,0.963048767912839
S016,MI,REST,13,4.919435505125774,3.4341600177935447,3.6832694111910733,1.7839401877134162,1.669636842533178,1.4850007445894946
S016,MI,MI_L,6,1.4453421001216147,4.012977844114152,2.685999637760655,0.8035815231334338,1.8184153699144656,0.9379439537504528
S016,MI,REST,14,3.0894534517409746,4.339021121251862,3.461451078708977,1.0059361388083874,1.4927565046472349,1.161050406826238
S016,MI,MI_R,7,1.38903491128803,2.5251208910049185,2.156040191951262,1.0596781228825847,1.8356202282855587,1.094258553243525
S016,MI,REST,0,1.1141279850865855,1.816404101282366,1.5386515623266375,0.707759657494881,0.8670487576985894,0.5569500703908454
S016,MI,MI_L,0,0.5224368979143598,0.38585244110731,0.612773157978904,0.4461470275949268,0.49268015563413653,0.442497568723605
S016,MI,REST,1,1.8969864095436806,1.6901702608943043,2.4417703080199162,0.8931511480171473,0.7296142246229983,0.7087860489915903
S016,MI,MI_R,0,0.9486601678288756,0.9123057565041872,1.293740732284304,0.5423377475517948,0.7160559405501525,0.5224640397080423
S016,MI,REST,2,0.5746236850648759,1.0300022371083821,0.7062787368211967,0.5663653747140583,0.6116239133253509,0.4814927240547999
S016,MI,MI_R,1,1.6120063876066342,1.3055446676100617,2.2230490101157363,0.7035385646570317,0.7599575053778306,0.7954687574712664
S016,MI,REST,3,1.9845337429537944,2.42237173483614,2.100014931856085,0.9980878122939931,0.985921615186932,0.8235857591884462
S016,MI,MI_L,1,1.7081748740795677,1.9615887998783907,1.8858739437883039,0.9077455795827698,1.21566604810203,0.9802298802080428
S016,MI,REST,4,2.38800396456078,4.30847161170081,2.9294806086609753,1.0718462453269861,1.389665450356208,1.2031818355319348
S016,MI,MI_R,2,1.9591210788354512,2.356147854423404,4.1014196218940855,1.0022129476728707,1.0211658427930432,0.6960110959836923
S016,MI,REST,5,3.0522249949304854,2.2862655355276216,3.7455856858391225,1.1396414940189983,2.0433272747558777,1.739597199897683
S016,MI,MI_L,2,3.0016477925734555,5.35499683078478,5.7080288878958445,1.0078084427661942,1.7375707738172907,1.1166178596685215
S016,MI,REST,6,1.5579436239834998,2.17424769106374,3.232729110424927,1.1201605944222361,1.3695380207107275,0.8976195629966369
S016,MI,MI_L,3,0.8121279254434091,0.5827580094706127,0.9183647302164822,0.6126245757796402,0.517431245998961,0.5716531118455467
S016,MI,REST,7,1.7145127882850117,3.400203716395772,4.278074536591129,1.112223420998166,1.3172177112982866,1.577142118891674
S016,MI,MI_R,3,3.759625944091777,2.5488546853540184,3.2679333469166973,0.9404723026779349,1.3989544741881805,0.9006003651577769
S016,MI,REST,8,5.048510922046307,4.941400553924126,6.2130033369099475,1.2073637061197962,2.0694045433454185,1.339335374731901
S016,MI,MI_L,4,1.875829144303338,1.631469049138243,2.351667591452476,0.9133989724765719,1.217999615248566,1.5113531333583474
S016,MI,REST,9,2.1477896161920023,2.8434108269422422,3.306227204981868,1.0327799615038595,1.3434767501741032,1.394844390802475
S016,MI,MI_R,4,2.617589659965433,5.3711086932094085,5.253361391870699,1.6620524478988479,2.3117413966364295,2.2583559570614193
S016,MI,REST,10,5.749981726493156,10.730704256853697,10.781826010016475,1.4793834720505619,2.5742149270203467,2.0587176748192686
S016,MI,MI_L,5,2.4219976670221404,3.233575839661248,3.507830157337726,1.0027558771275062,1.398400479878911,0.8562357748502883
S016,MI,REST,11,2.399755153061056,2.6662187405307014,2.638854607273555,1.6437333830589942,1.6528549133142738,1.6187887049731808
S016,MI,MI_R,5,1.552812729306642,1.3308950861345918,1.500377485672749,0.9626015195658689,1.4248411139878232,0.7681468852553216
S016,MI,REST,12,2.943939090562163,1.7782570293573106,2.3292409258579823,1.4603347307759633,3.153378502937539,1.8974945625063797
S016,MI,MI_R,6,0.7731415929518746,1.4781815595966026,1.087884846322956,0.6667655489489009,0.865949714910034,0.6384629212379193
S016,MI,REST,13,2.040533809176152,1.6706606046773933,1.5967944165936863,1.3382541771990677,1.6391661786787146,1.3844992231724453
S016,MI,MI_L,6,1.8720850593733158,2.157418960562562,2.1003162140987777,0.5473449720698247,1.072791667728409,0.6572706503960439
S016,MI,REST,14,3.7186845803113817,6.13954764317938,3.9219146550405726,1.490171918455674,1.6318930397268896,1.1249954780206342
S016,MI,MI_L,7,2.5682634607209147,5.183709048935563,4.557160332693057,0.7400595771697152,1.3996683555008542,1.024416395200494
S016,MI,REST,0,1.2571023283044838,0.7447155194983014,1.3640242636002178,0.7283866303213562,0.5723437808096298,0.6417715515020562
S016,MI,MI_R,0,0.7230702413820693,1.0435203219081386,1.1129326266194692,0.5853706095338306,0.795740934811558,0.4808983837769065
S016,MI,REST,1,2.923364434041648,16.287694495385814,4.508594974120287,3.0099223455796533,9.089450131866846,2.6359781080030977
S016,MI,MI_L,0,0.7949185521954201,1.1088119521212503,1.1097700767934946,0.613196823102698,0.49269183798594957,0.46010342690446604
S016,MI,REST,2,0.750970004925716,0.6305657090999714,1.0886942438262155,0.9863964816543851,0.8651092088420608,0.7628768934546494
S016,MI,MI_L,1,0.8761357726042021,0.8493549926433448,0.9012394329465561,0.4697716407334976,0.6340404743104004,0.42145795273736664
S016,MI,REST,3,0.9058749562289744,0.9923512609705261,1.876144209511598,1.0853232739828071,0.9211831388866681,1.0550520944258397
S016,MI,MI_R,1,0.948520767706286,0.4898233638875636,0.7914548082554581,0.4783568037778987,0.5907656823158848,0.41978408010331897
S016,MI,REST,4,1.1756852322409135,1.8904717797062578,2.1404075335404733,1.0672033871287367,1.1738206025787277,1.3162257786055986
S016,MI,MI_L,2,1.5107630572627535,2.1292985707629013,3.5155167816922384,0.6993995306465618,0.6952002165386555,0.473491407481716
S016,MI,REST,5,3.331397973810192,1.2720694182958137,2.7611355512210043,1.0229191692153732,1.5605510270245182,1.0314518609973613
S016,MI,MI_R,2,1.0144907457170451,1.6897038754860316,2.26463658702295,0.7128206815455226,0.9427820479901812,0.7786572718474903
S016,MI,REST,6,2.0374349342566616,1.8424196575320575,3.7879768768205184,1.1730151184936148,1.497231316190845,1.212191584161052
S016,MI,MI_R,3,0.8998852088685153,1.7972308265012367,1.532907772023049,0.6090487491869866,0.8808531179333212,0.46170287217625117
S016,MI,REST,7,1.6239267980633254,2.0626725873651797,1.5992012869335472,1.2584780540586937,1.2586380327376454,1.4496546667205779
S016,MI,MI_L,3,0.8505887184936661,1.0568162545933553,0.982116989660941,0.6828787749253591,0.9772607157029102,0.6184269770360153
S016,MI,REST,8,1.2872942449424112,2.0662836230307056,2.2534820397365096,1.2784290099967826,1.3358648868778762,1.3049813176954477
S016,MI,MI_R,4,2.942898137521391,1.8417191267204724,3.5151834784080287,1.173711432602154,1.8208854391188682,1.3187398582845546
S016,MI,REST,9,2.403945060251261,2.5221562159074247,3.3531124207283787,1.0823039778358514,1.3244615289188642,1.3139079038084378
S016,MI,MI_L,4,2.161799300936584,2.111888243725415,4.095702827386296,0.8557629642347484,0.910176430318668,0.738897288925507
S016,MI,REST,10,2.8038150453495647,6.796285721649328,7.335848569107863,1.160269923949533,2.1902380540532547,2.0477242881617177
S016,MI,MI_R,5,2.6790863127307754,3.729952836067214,3.977641185959499,0.6792759490000553,0.8148017704754211,0.8073187605730059
S016,MI,REST,11,4.182306784798511,4.240176867345592,5.177975182559397,1.5088372739200338,1.6926146359991847,1.2690112704716134
S016,MI,MI_L,5,2.78424984354691,2.433906505713873,3.15683154272899,0.8833868734801038,1.3170836024209112,0.8538224199878864
S016,MI,REST,12,1.2333449654891167,1.745002433967604,2.111821631041331,1.2143610176716015,1.681386275900811,1.4381516740371119
S016,MI,MI_R,6,0.5809902935074895,1.0195561758436544,0.7942131438702775,0.7313762762218395,1.0343331077595919,0.7448812908193803
S016,MI,REST,13,1.2009984947904961,0.709271091315651,1.354926236435762,0.8502765385455692,1.1909246853803033,1.6268791180720688
S016,MI,MI_L,6,2.285601468325589,2.6608364541750893,4.01378178724563,0.9639602013635786,0.9648632733293507,0.7241840753643659
S016,MI,REST,14,0.9618589282980626,0.7754044241421508,1.1002704217052057,0.7079229744530547,1.042278068500249,0.848522684417609
S016,MI,MI_R,7,0.6624401578284539,1.4292670733238193,1.408926119914521,0.5039889488857179,1.2088204889406864,0.6296227348713518
S017,MM,REST,0,7.446391708519058,3.755341135463536,2.3131133619582416,6.68851293808402,5.548248715399268,2.795356930903432
S017,MM,MM_R,0,10.376703377351099,3.5642368062524925,4.763653489917626,7.957499336165989,3.4324494326850585,1.7778642583535722
S017,MM,REST,1,6.103780430691597,3.155781404859844,3.302473254759369,5.743503009514505,3.313699148365355,2.3148194646906526
S017,MM,MM_L,0,5.050728393590379,2.9857398939202073,3.50444175473968,7.800620139178042,3.2279768881212703,2.1332689358458836
S017,MM,REST,2,8.73426370764311,5.529708452404597,5.823040654993822,6.622585034240709,5.38151188662605,2.6558448510228807
S017,MM,MM_L,1,6.396435512679154,2.963697845451059,3.8568909898802235,5.563140724228816,3.2801702765395673,1.8085880309777793
S017,MM,REST,3,19.29181589545361,6.3784129209446,5.192124712624236,8.992359605659484,5.077397451712447,1.9569773861547926
S017,MM,MM_R,1,5.922152664580857,2.9371946171426284,5.347457332340486,6.45212384528142,2.759495423907694,1.6698808938236926
S017,MM,REST,4,9.123587694774187,4.666014831172152,5.358138600484794,7.750487567156294,4.288448296625861,2.3652422630943835
S017,MM,MM_L,2,7.229756157046381,2.5874970659096768,2.0864350354743273,5.215558940119971,3.246567198825095,1.5295136102354874
S017,MM,REST,5,5.73478739425968,5.797703138313462,4.411827820300708,5.668260390802836,6.818665486290988,2.247474763608401
S017,MM,MM_R,2,3.721875190211628,2.8438204413908075,5.293565040045075,5.215227613904733,3.277664715079632,1.5507431293646412
S017,MM,REST,6,8.712756760838728,4.97389120818239,5.889317141083931,6.561607815752249,3.5913705524439226,1.901729589857272
S017,MM,MM_L,3,6.67919962456572,2.5097157393028633,1.7767569199996425,5.662081983963475,2.782016167782462,1.6041473339535834
S017,MM,REST,7,8.3636346024096,6.573191221539114,3.6248939330378325,6.820485039781427,5.668217353712796,2.4263292480423417
S017,MM,MM_R,3,5.798706345640215,2.121368745034221,1.7188329000814966,5.78354732352147,3.4559601947027145,2.0994486531858385
S017,MM,REST,8,5.666486056917939,4.451231367155361,3.8714509499137955,7.060729513748826,4.840600858885587,2.8083986386525868
S017,MM,MM_L,4,5.359333431377972,3.7942744754458246,3.814574928630287,10.1090558745953,3.8860663653581162,1.711086052427983
S017,MM,REST,9,9.467674655312042,7.6623667943636615,6.059478362971863,27.164362168395865,9.513688282285756,4.544696277218326
S017,MM,MM_R,4,5.981268051153135,4.108745308990362,2.7916260057640887,13.259406960261318,3.0524156271249216,2.013832601768293
S017,MM,REST,10,9.55398950212207,5.659720388982456,5.30122857915973,10.392101877083656,3.1100715484765105,2.038141946938235
S017,MM,MM_R,5,6.373922734557846,3.3539593975979503,2.7590328788337946,9.711196468387726,2.965164655356581,1.9000011738320404
S017,MM,REST,11,5.959397657858272,6.313168855194484,5.74793182511919,8.823747586042654,3.78081173146584,2.241261396464777
S017,MM,MM_L,5,7.528453013270228,2.5338069440290267,1.8847690767562706,10.419481990138406,3.5144042266611204,2.0437062906453116
S017,MM,REST,12,10.189425972064404,6.601971489570366,4.490073303012483,13.83054565523767,3.755096185109213,2.2256700519497254
S017,MM,MM_R,6,4.665177479515625,3.7242220336505216,5.229199437377113,8.398292170157436,2.9583673767826304,1.604959518220759
S017,MM,REST,13,9.407572052441143,3.9605253654250414,4.363069930025946,11.962495556603262,3.7498855613132775,2.1282276768359205
S017,MM,MM_L,6,6.134071749576616,6.030399421477615,3.4772535604485197,9.367974588325364,2.9539863651800773,1.8976523760329975
S017,MM,REST,14,8.073945168966576,6.743703601676944,3.305574155135782,14.210637964132646,6.946737707145407,3.084121780849387
S017,MM,MM_L,7,4.925561500143786,4.142155947540417,3.5358362709515783,10.189941305414662,3.9199172415198933,2.042016672800145
S017,MM,REST,0,6.571257881882406,4.665106401229627,2.73704532523756,13.584253727461846,4.31520135105229,2.594077952239882
S017,MM,MM_L,0,5.5125531666202985,4.83896149920798,5.255720671940893,13.740548111310952,5.17468930038184,1.7193465524094034
S017,MM,REST,1,11.270503969111967,9.865329171226906,6.812184396293632,15.036130444137038,9.072150223028027,2.742730083778978
S017,MM,MM_R,0,4.1111418142088505,2.534993530411899,2.4473454878239673,9.789942446375633,5.9468705502936645,1.8886014056688634
S017,MM,REST,2,15.07299426681786,8.509339962984793,4.098165365667522,10.952387521448705,6.602680421410058,3.051220341437858
S017,MM,MM_L,1,3.5256104528950702,3.9805139623909866,2.860268744048531,7.414972629624643,4.051294965052803,1.967547944105538
S017,MM,REST,3,17.890803466239273,35.756054542291466,5.795582552698512,9.685316533750479,9.848293106498009,3.8510008858201337
S017,MM,MM_R,1,3.5884703378874216,5.429818487410418,4.113892881870161,8.526551873968307,6.599226950166432,2.557449194904556
S017,MM,REST,4,25.187379000433218,40.997274156053784,9.699738564436363,9.934377568356979,11.133110150232842,3.593700956381575
S017,MM,MM_R,2,6.406601860232958,8.110035670403173,4.87920132212114,8.154813375321153,5.309774762952289,2.6395151837513393
S017,MM,REST,5,9.49002307667437,7.038776378409771,4.999488564190597,8.59452814576032,8.323293711730203,3.622533668411875
S017,MM,MM_L,2,14.911321471644147,6.085275905412017,4.883040347045742,7.805556623073562,8.565537408946382,4.675079987618507
S017,MM,REST,6,9.283051818862088,8.402956625451342,5.827301195120221,8.922947336404278,8.081599649541916,2.937808968067812
S017,MM,MM_R,3,6.435830564614278,6.275469377265102,4.848613634081754,8.611509407558914,7.046967339963067,2.248035756796648
S017,MM,REST,7,12.840516008464625,9.134787727037534,7.660025269230207,7.626537419959319,8.490872316252943,3.570730780559857
S017,MM,MM_L,3,8.372756081094602,5.376096804547585,4.006064047447211,7.697470382817739,8.688974801241555,3.095606890614419
S017,MM,REST,8,8.139046466207924,9.584388686461702,5.586231830430604,5.819264273972236,11.953244240756007,2.8732389758941244
S017,MM,MM_L,4,6.685081431826946,3.2034999046237567,2.7416411416984894,6.695010739690588,10.82334961484798,2.601907622119074
S017,MM,REST,9,4.4552927034328835,3.578506936422556,2.0311262602084836,7.526264734818993,8.59116624523144,2.3662669762902326
S017,MM,MM_R,4,17.26305198419687,10.963598039700015,6.509985076106492,33.88246510271951,16.8093836545643,4.776775736604573
S017,MM,REST,10,10.645558288386315,12.74482788163049,10.842057879104502,11.398535089224008,10.335527452510975,3.9577585542963507
S017,MM,MM_R,5,11.98922104224349,14.412437631302668,20.262512782031855,6.355936294884089,10.40040685783571,4.2571093198451795
S017,MM,REST,11,11.049388461960726,12.657010030577275,8.88799176859945,10.381588699926626,13.062868300758412,3.5402120865491065
S017,MM,MM_L,5,11.78185089739505,5.4371756680807755,5.627912018991232,6.99185297769949,5.729887567566868,2.188364740681337
S017,MM,REST,12,23.024712500043247,15.823853269720388,15.241402806764151,10.963238075504904,15.985895080960436,4.929270547229278
S017,MM,MM_L,6,17.54831779621293,7.942099716440455,5.375395296927386,10.923552304668272,5.400509002698555,3.0472840418919795
S017,MM,REST,13,20.98913673895151,10.437933365927934,9.944401759194017,7.160421879118579,9.289133985773784,2.8394060069933715
S017,MM,MM_R,6,13.835661492946317,22.343339414944385,17.5111571363436,10.343701097771246,9.06974476299446,3.56268938474004
S017,MM,REST,14,35.31216328898062,73.14510699750832,20.199869574655725,14.176595585120783,11.552195089260676,4.07937253356935
S017,MM,MM_L,7,8.689861269653473,6.775194387730831,4.666353030866979,9.242169185637337,9.12360606616178,3.3800608112873727
S017,MM,REST,0,7.159710013663553,6.968002648109684,4.572710532107104,12.883292328976765,11.3755501889769,4.643117674462528
S017,MM,MM_R,0,6.955556617996367,6.684574319610142,6.7470634226203545,8.125082300886193,10.740482422382756,2.1703190784477284
S017,MM,REST,1,7.568441733232788,8.56996146481457,2.698954657299022,12.649500982133139,12.633790748971991,3.3908887390038225
S017,MM,MM_L,0,4.6056189768663245,4.1119045551581435,3.4124792401048065,10.944251596283824,9.36973890415752,1.7847270524979388
S017,MM,REST,2,11.761891048990421,28.498192268420972,8.172791604242056,15.73527452019824,15.367892446274452,5.211132661871939
S017,MM,MM_L,1,17.866636066937495,17.547162076484174,13.317187766099291,9.987862066056966,13.474712764326199,2.782330182746906
S017,MM,REST,3,27.287705703478228,47.67059641278298,17.06972201256758,13.88500864030912,15.83445346997162,3.951087854744497
S017,MM,MM_R,1,5.48697158852304,5.657082025559833,3.4645772216438377,10.488100677673275,14.721459069667395,2.7360804809946777
S017,MM,REST,4,11.285803533501337,11.685824157478041,9.212947923807718,11.97672841508366,14.9491763084657,2.7737291471656498
S017,MM,MM_R,2,15.740724181700992,9.94668681919315,7.0670240736207965,12.29887318847071,12.321574370374728,2.388293275645491
S017,MM,REST,5,10.440604216402653,16.332316606180232,6.180908665430558,15.428195570920158,14.3046987978317,4.22901669873522
S017,MM,MM_L,2,11.142215567376082,15.268084008180065,10.091875229859758,12.106873357855774,16.266024744195054,3.6347032033336464
S017,MM,REST,6,13.913045474789794,7.126535927417111,9.239374957412188,11.74281613894254,17.695297171160735,2.7294481124618315
S017,MM,MM_L,3,6.764753049971459,3.5395570896684707,4.63530697578566,9.171126610415476,10.717240524558472,2.260341413048557
S017,MM,REST,7,14.558345615120576,11.304376916840312,6.817029113862118,10.118836783021369,15.754763312719785,4.48680532278779
S017,MM,MM_R,3,10.977201962867113,7.7827879720112785,6.922599889266872,10.624053462191018,11.269550194262008,2.5916346280561315
S017,MM,REST,8,10.930358863598787,13.26481791354404,5.722346003188312,9.008401805183862,13.10793741923504,3.816270435196185
S017,MM,MM_R,4,9.991513896458365,9.11206754579407,3.6797151667908,11.428011143324625,9.071220684664047,2.8461523902857695
S017,MM,REST,9,22.416258091157303,11.874004683393672,9.817359078985657,15.258836466700606,10.097484004639979,3.042559116990765
S017,MM,MM_L,4,22.50058506724455,24.85483514797658,33.031967743205676,10.816038365619063,19.369868826053388,5.673396887397708
S017,MM,REST,10,9.775371767366249,18.62871857337945,7.775679419940463,11.214663670121137,30.00264658617864,4.918877052900986
S017,MM,MM_R,5,9.880989704710458,16.336387204241888,10.241116889617679,8.566766150579495,15.72914674678721,3.51231961430748
S017,MM,REST,11,18.052097015260923,14.672681789824326,7.703593919955179,10.484344293656429,12.610717835708659,4.725207143024745
S017,MM,MM_L,5,11.189905212367009,8.675497498840747,5.194036865884316,7.155912757794256,19.363046486295424,3.2108628367116876
S017,MM,REST,12,17.373958455558046,16.97135469376895,10.047364158998553,10.834810086941303,21.97263286902227,5.47349231961386
